nt	UM	MU
2565	6.40E-08	1.13E-11
2566	3.33E-11	3.45E-12
2567	2.79E-44	4.20E-57
2568	0.008838564	0.55252729
2569	0.000120894	0.361719887
2570	9.65E-08	2.76E-11
2571	8.45E-05	1.02E-06
2572	1.67E-07	3.91E-08
2573	0.017191786	2.95E-32
2574	6.72E-05	2.88E-06
2575	1.52E-45	5.42E-76
2576	0.000184103	1.39E-05
2577	3.98E-08	3.71E-14
2578	0.000904003	1.65E-23
2579	2.11E-52	1.18E-63
2580	8.70E-39	1.37E-57
2581	9.06E-05	5.08E-11
2582	2.72E-18	1.17E-05
2583	2.89E-18	2.00E-22
2584	0.033657521	8.15E-07
2585	3.41E-11	2.32E-10
2586	5.83E-07	1.79E-09
2587	4.26E-08	0.188789112
2588	2.48E-25	7.28E-20
2589	1.02E-10	0.00206811
2590	4.17E-20	0.003835879
2591	2.49E-10	4.03E-06
2592	1.28E-09	1.56E-08
2593	1.41E-48	4.36E-39
2594	1.18E-23	5.50E-07
2595	3.90E-18	2.01E-05
2596	1.63E-43	5.27E-20
2597	8.40E-60	3.34E-40
2598	5.07E-68	1.90E-38
2599	6.02E-53	3.65E-40
2600	1.22E-07	2.14E-05
2601	2.27E-22	0.99986985
2602	9.70E-60	1.94E-29
2603	4.25E-58	1.02E-38
2604	1.32E-61	4.85E-18
2605	8.17E-96	6.06E-80
2606	5.39E-44	5.98E-51
2607	6.74E-05	1.55E-08
2608	3.33E-05	0.001555721
2609	1.17E-08	1.60E-06
2610	1.27E-07	0.000527981
2611	2.40E-06	0.000959576
2612	5.01E-54	3.15E-41
2613	7.26E-134	1.07E-130
2614	1.18E-100	2.23E-52
2615	3.86E-64	7.49E-29
2616	1.06E-91	3.84E-86
2617	7.37E-120	7.37E-120
2618	7.26E-134	1.22E-90
2619	2.77E-139	1.07E-130
2620	2.86E-111	1.07E-112
2621	1.16E-53	3.06E-54
2622	1.07E-112	2.81E-125
2623	2.77E-139	7.26E-134
2624	3.48E-98	1.09E-108
2625	8.79E-14	4.63E-06
2626	4.54E-77	2.85E-78
2627	6.05E-97	4.09E-100
2628	2.77E-139	2.81E-125
2629	8.13E-108	2.81E-125
2630	2.16E-88	1.64E-99
2631	6.88E-93	4.99E-123
2632	8.99E-11	6.99E-26
2633	2.45E-39	4.17E-32
2634	2.71E-52	6.48E-32
2635	1.07E-130	4.22E-108
2636	2.77E-139	2.77E-139
2637	2.77E-139	2.77E-139
2638	2.81E-125	1.35E-89
2639	1.07E-130	2.77E-121
2640	6.67E-85	2.21E-62
2641	2.38E-76	1.84E-61
2642	2.13E-84	9.53E-40
2643	2.77E-139	2.77E-139
2644	2.77E-139	1.93E-114
2645	1.70E-58	1.61E-60
2646	1.94E-73	1.24E-76
2647	1.06E-108	2.85E-82
2648	1.20E-104	7.39E-102
2649	4.61E-17	1.43E-08
2650	8.24E-74	9.11E-82
2651	0.000210654	1.29E-18
2652	5.67E-40	1.42E-62
2653	2.81E-125	1.07E-130
2654	7.29E-30	7.09E-65
2655	1.56E-88	1.93E-114
2656	4.32E-66	1.05E-55
2657	4.88E-65	2.86E-111
2658	5.28E-68	1.09E-98
2659	7.27E-99	5.07E-91
2660	7.06E-31	2.26E-35
2661	3.14E-35	1.22E-27
2662	1.29E-28	1.43E-15
2663	4.77E-65	3.67E-50
2664	8.38E-62	1.04E-21
2665	1.94E-79	2.72E-74
2666	2.26E-69	4.66E-43
2667	3.43E-112	3.12E-101
2668	2.90E-97	1.09E-80
2669	2.16E-88	1.14E-66
2670	5.96E-32	2.39E-11
2671	8.99E-71	7.50E-47
2672	2.78E-69	6.77E-71
2673	5.07E-91	6.58E-65
2674	4.08E-72	2.81E-89
2675	7.26E-116	4.99E-123
2676	2.77E-139	2.77E-139
2677	7.26E-134	7.26E-134
2678	1.65E-56	5.76E-69
2679	7.50E-53	5.15E-95
2680	3.15E-99	7.26E-134
2681	4.88E-67	1.09E-116
2682	6.95E-53	1.31E-117
2683	0.999967794	8.55E-23
2684	0.999999855	8.21E-30
2685	4.07E-06	1.18E-09
2686	0.869356274	4.75E-07
2687	1.44E-65	9.02E-124
2688	7.78E-23	1.65E-56
2689	2.77E-139	2.77E-139
2690	8.46E-67	6.88E-93
2691	5.21E-69	6.18E-96
2692	3.71E-84	7.37E-120
2693	8.93E-50	4.51E-88
2694	0.988741666	1.23E-18
2695	0.080168508	3.47E-34
2696	8.03E-37	8.25E-76
2697	6.27E-16	3.60E-13
2698	2.34E-70	7.58E-81
2699	1.18E-65	1.09E-98
2700	6.58E-65	4.58E-92
2701	1.96E-82	4.09E-118
2702	7.26E-134	2.77E-139
2703	8.62E-32	8.38E-80
2704	6.94E-68	2.81E-125
2705	5.38E-06	4.56E-49
2706	0.779982754	4.84E-06
2707	2.00E-21	3.89E-76
2708	4.73E-06	4.32E-06
2709	7.00E-59	8.07E-111
2710	2.84E-08	3.49E-40
2711	4.55E-07	5.40E-20
2712	3.51E-138	2.77E-139
2713	0.42771155	6.40E-15
2714	2.57E-136	1.87E-137
2715	0.000690719	3.44E-05
2716	3.97E-15	1.81E-36
2717	0.700025953	1.41E-11
2718	0.042939202	2.46E-21
2719	5.11E-08	2.48E-08
2720	2.15E-08	1.39E-08
2721	2.53E-08	5.36E-09
2722	2.78E-07	5.24E-07
2723	3.07E-08	0.00025584
2724	2.21E-12	7.30E-08
2725	2.81E-22	2.98E-18
2726	2.02E-42	3.87E-37
2727	1.55E-05	6.43E-05
2728	2.42E-15	1.04E-17
2729	1.14E-05	2.38E-05
2730	3.64E-20	3.10E-20
2731	1.12E-07	2.69E-07
2732	2.17E-06	0.00069142
2733	7.87E-07	4.81E-05
2734	1.97E-12	3.82E-20
2735	4.62E-07	1.22E-07
2736	7.23E-08	1.32E-09
2737	0.055151882	4.40E-06
2738	0.242315973	1.98E-05
2739	7.80E-07	2.86E-07
2740	4.19E-08	5.33E-07
2741	0.000387409	0.5332032
2742	1.16E-72	8.86E-60
2743	1.49E-67	1.22E-55
2744	1.32E-12	2.89E-13
2745	0.463279416	0.008362141
2746	4.48E-17	3.99E-06
2747	9.27E-79	9.59E-72
2748	2.77E-139	1.90E-128
2749	5.98E-30	7.74E-21
2750	0.642660939	0.012633817
2751	0.044359819	2.17E-05
2752	3.60E-42	9.21E-30
2753	8.06E-28	3.32E-23
2754	1.71E-127	1.93E-114
2755	0.241592992	2.73E-12
2756	1.95E-75	1.73E-91
2757	2.25E-12	0.006722677
2758	3.16E-44	8.25E-11
2759	2.11E-07	2.32E-06
2760	2.85E-16	1.08E-22
2761	1.13E-09	2.70E-18
2762	1.10E-13	5.28E-32
2763	4.86E-15	1.15E-34
2764	1.39E-35	7.87E-54
2765	1.59E-51	1.57E-23
2766	5.21E-26	3.36E-08
2767	3.20E-22	3.72E-09
2768	1.62E-12	4.22E-07
2769	3.22E-26	1.95E-26
2770	8.56E-41	3.04E-50
2771	2.73E-26	6.77E-53
2772	2.32E-37	5.39E-61
2773	4.06E-119	2.77E-139
2774	0.082771605	7.74E-24
2775	1.56E-07	5.88E-43
2776	0.926384687	6.80E-15
2777	0.999002339	4.48E-19
2778	0.999999823	5.38E-19
2779	0.005744536	1.93E-09
2780	0.999968485	8.94E-20
2781	0.00127113	7.37E-07
2782	9.64E-59	1.36E-85
2783	2.06E-05	4.29E-07
2784	0.757314442	1.60E-07
2785	9.16E-06	1.66E-06
2786	2.10E-137	2.08E-137
2787	1.97E-22	5.66E-36
2788	1.08E-95	7.53E-103
2789	0.336035844	0.001663952
2790	1.40E-80	5.22E-79
2791	2.02E-28	1.03E-29
2792	1.11E-132	9.35E-116
2793	0.000137992	0.443733829
2794	2.52E-12	0.034672891
2795	5.67E-83	1.66E-60
2796	8.31E-65	1.53E-54
2797	1.83E-73	5.76E-51
2798	9.43E-60	5.77E-58
2799	7.30E-12	8.28E-07
2800	4.15E-56	8.52E-27
2801	5.76E-69	1.34E-60
2802	1.31E-117	4.22E-108
2803	8.70E-25	8.79E-14
2804	3.17E-110	3.69E-89
2805	3.22E-05	0.646568158
2806	8.99E-133	1.42E-97
2807	5.06E-06	0.904418511
2808	8.59E-15	7.57E-05
2809	0.285468152	0.148126053
2810	5.06E-08	7.56E-08
2811	3.82E-08	1.19E-05
2812	3.58E-05	0.954735536
2813	1.84E-74	3.15E-54
2814	4.39E-45	4.16E-30
2815	0.000646611	0.000581915
2816	1.71E-09	2.22E-09
2817	5.79E-08	6.12E-08
2818	5.35E-42	2.10E-65
2819	0.916507418	3.72E-09
2820	1.17E-29	1.04E-55
2821	5.47E-06	3.94E-07
2822	0.428299737	4.50E-06
2823	2.51E-06	1.43E-07
2824	9.38E-09	1.82E-30
2825	0.001021367	0.000220739
2826	3.12E-137	6.76E-132
2827	7.15E-06	1.28E-05
2828	0.000652989	0.400303242
2829	7.03E-31	5.53E-37
2830	4.07E-88	8.70E-88
2831	2.38E-76	1.12E-77
2832	2.77E-139	2.77E-139
2833	2.77E-139	7.26E-134
2834	1.15E-127	1.11E-138
2835	0.101363247	0.033739619
2836	9.37E-28	5.49E-52
2837	0.000107158	8.01E-31
2838	0.991501402	1.71E-16
2839	1.27E-05	2.64E-08
2840	1.55E-06	4.51E-06
2841	1.18E-55	2.41E-47
2842	0.000159934	0.054427834
2843	2.44E-07	1.77E-17
2844	8.65E-49	3.90E-62
2845	5.32E-19	3.81E-21
2846	5.28E-68	3.58E-57
2847	5.36E-54	9.03E-50
2848	7.26E-134	1.07E-130
2849	2.16E-114	2.81E-125
2850	1.32E-06	2.42E-47
2851	0.306795739	6.43E-24
2852	5.74E-06	4.25E-08
2853	1.36E-05	6.62E-09
2854	0.938342237	7.81E-29
2855	0.985927201	2.29E-08
2856	2.07E-61	4.52E-95
2857	0.006821321	4.42E-06
2858	0.180711138	6.68E-25
2859	0.999678858	7.90E-11
2860	0.999992161	1.05E-11
2861	0.008760468	1.91E-07
2862	3.77E-06	2.44E-09
2863	0.99737913	2.52E-07
2864	0.016580325	0.138234469
2865	6.79E-103	9.21E-105
2866	3.54E-84	1.35E-89
2867	2.86E-93	4.09E-100
2868	8.49E-15	2.39E-21
2869	4.62E-14	1.10E-23
2870	4.12E-07	6.49E-27
2871	7.42E-10	1.79E-17
2872	7.38E-120	4.99E-123
2873	5.53E-28	1.29E-48
2874	2.97E-21	2.12E-07
2875	3.12E-20	3.55E-07
2876	0.119704037	7.64E-07
2877	0.725126288	9.00E-13
2878	0.037833958	8.43E-06
2879	0.034277083	0.072343452
2880	3.66E-07	3.64E-13
2881	6.98E-49	5.25E-34
2882	8.40E-48	5.98E-41
2883	0.00035053	3.79E-05
2884	2.27E-06	3.30E-07
2885	0.82151846	6.77E-08
2886	1.53E-13	4.05E-29
2887	2.23E-42	1.07E-64
2888	1.79E-21	1.56E-20
2889	3.48E-106	2.17E-100
2890	0.002590773	4.27E-05
2891	0.537932207	9.11E-24
2892	5.52E-25	1.50E-35
2893	2.61E-09	5.21E-36
2894	1.32E-05	8.32E-07
2895	0.059436031	0.026607656
2896	2.10E-21	2.25E-17
2897	3.62E-22	1.07E-21
2898	3.07E-13	0.999995043
2899	1.29E-18	0.999999922
2900	4.33E-06	0.025768674
2901	1.48E-06	6.49E-05
2902	3.36E-09	5.64E-06
2903	6.02E-08	1.44E-08
2904	1.99E-09	2.67E-09
2905	5.79E-08	1.11E-07
2906	2.32E-25	4.64E-36
2907	0.999906986	4.94E-11
2908	1.03E-05	1.86E-09
2909	1.87E-09	9.67E-10
2910	3.11E-06	7.61E-08
2911	2.05E-07	8.19E-09
2912	6.79E-09	2.01E-09
2913	8.20E-10	7.49E-10
2914	3.36E-09	1.79E-09
2915	7.00E-09	1.51E-08
2916	0.024782613	0.226863315
2917	6.48E-16	1.08E-11
2918	2.26E-33	3.71E-29
2919	1.51E-34	2.38E-60
2920	0.005819957	0.162309023
2921	7.67E-78	9.89E-87
2922	1.98E-09	0.999780528
2923	1.56E-58	5.97E-60
2924	0.999744152	5.95E-25
2925	0.00016276	4.13E-09
2926	0.006261902	4.55E-09
2927	9.63E-09	2.00E-09
2928	3.34E-06	4.24E-08
2929	0.005594188	1.02E-05
2930	3.75E-07	2.37E-09
2931	0.636315467	4.27E-09
2932	4.31E-06	1.44E-07
2933	1.89E-13	0.017651645
2934	1.24E-64	1.99E-43
2935	8.41E-24	3.06E-11
2936	1.79E-07	0.01356552
2937	0.001296424	2.57E-07
2938	1.94E-06	1.26E-06
2939	3.58E-05	1.54E-08
2940	9.14E-09	2.14E-09
2941	2.02E-05	4.75E-06
2942	1.90E-35	2.58E-52
2943	1.29E-12	1.02E-15
2944	2.68E-21	0.026720119
2945	3.18E-22	2.88E-22
2946	2.82E-07	0.01298494
2947	0.000248014	0.128258716
2948	0.993642635	2.09E-06
2949	4.01E-05	1.71E-06
2950	0.006675638	0.001294576
2951	3.40E-80	9.24E-33
2952	2.77E-139	7.26E-134
2953	1.09E-98	1.54E-31
2954	7.40E-36	0.9863621
2955	5.37E-26	2.78E-09
2956	0.000614058	0.001251496
2957	2.33E-05	1.17E-07
2958	5.10E-09	1.01E-09
2959	1.70E-07	1.93E-09
2960	0.043457442	1.01E-08
2961	0.980292332	1.29E-32
2962	1.93E-06	4.63E-09
2963	2.55E-08	7.04E-10
2964	0.991856933	3.55E-08
2965	2.33E-06	9.08E-08
2966	1.88E-05	0.975267209
2967	3.67E-20	8.26E-15
2968	2.60E-16	2.56E-13
2969	8.27E-59	5.31E-67
2970	2.71E-52	4.85E-41
2971	1.00E-108	8.28E-97
2972	4.10E-07	0.008879954
2973	3.69E-37	0.999789331
2974	3.20E-20	5.18E-09
2975	1.25E-36	1.25E-09
2976	3.76E-13	0.999298833
2977	1.78E-83	8.57E-27
2978	4.51E-106	2.42E-54
2979	1.31E-117	2.80E-55
2980	4.16E-122	1.82E-62
2981	2.77E-139	2.81E-125
2982	4.99E-123	4.90E-42
2983	7.23E-33	3.03E-11
2984	1.49E-65	1.76E-19
2985	1.21E-25	1.92E-19
2986	7.89E-08	1.54E-07
2987	9.03E-09	9.77E-08
2988	2.17E-28	0.124705431
2989	3.12E-12	0.999973636
2990	4.12E-65	4.88E-47
2991	1.11E-102	4.22E-108
2992	3.09E-25	4.14E-16
2993	1.25E-63	3.30E-24
2994	1.66E-85	3.00E-40
2995	3.48E-98	9.27E-79
2996	4.87E-59	1.09E-80
2997	8.33E-77	2.15E-77
2998	3.44E-90	4.33E-67
2999	6.56E-06	5.18E-06
3000	1.47E-14	9.95E-07
3001	2.21E-89	6.78E-76
3002	1.31E-117	6.34E-91
3003	1.93E-96	1.99E-68
3004	3.29E-82	1.33E-85
3005	4.23E-55	1.09E-81
3006	4.20E-34	2.86E-111
3007	0.000714326	3.59E-65
3008	1.06E-07	1.85E-35
3009	1.50E-24	7.09E-47
3010	1.29E-40	5.21E-51
3011	1.02E-44	5.67E-34
3012	6.21E-06	0.000101247
3013	1.43E-98	8.88E-99
3014	1.26E-62	2.43E-53
3015	9.14E-88	6.77E-89
3016	8.38E-71	5.46E-38
3017	1.72E-50	1.49E-49
3018	9.21E-16	1.30E-09
3019	3.85E-19	2.08E-09
3020	2.86E-93	4.23E-55
3021	2.94E-62	6.37E-68
3022	5.07E-64	3.15E-63
3023	7.37E-102	4.65E-78
3024	1.36E-99	3.73E-107
3025	4.00E-05	0.22413799
3026	6.12E-138	2.04E-137
3027	4.23E-73	5.62E-68
3028	2.77E-139	2.77E-139
3029	4.51E-106	1.93E-114
3030	2.77E-139	2.77E-139
3031	2.72E-23	1.81E-75
3032	6.28E-68	1.06E-109
3033	0.066684255	1.92E-38
3034	0.325164597	4.03E-42
3035	2.58E-29	1.09E-98
3036	7.26E-134	2.77E-139
3037	2.77E-139	2.77E-139
3038	1.09E-98	7.26E-134
3039	5.19E-19	7.63E-52
3040	3.39E-69	1.31E-117
3041	2.00E-30	7.37E-120
3042	0.999955071	4.85E-61
3043	0.99985988	3.97E-20
3044	4.75E-15	7.61E-92
3045	0.999999098	5.18E-26
3046	0.999723284	1.22E-35
3047	9.67E-05	1.22E-31
3048	3.40E-11	7.87E-44
3049	0.000388874	4.04E-31
3050	7.46E-07	1.97E-95
3051	0.999969417	1.17E-29
3052	1.54E-14	2.81E-107
3053	3.61E-19	1.64E-36
3054	2.77E-139	2.77E-139
3055	2.77E-139	2.77E-139
3056	2.77E-139	2.77E-139
3057	4.18E-124	2.77E-139
3058	0.014977338	3.43E-59
3059	1.27E-05	4.81E-08
3060	0.999998216	9.90E-19
3061	0.000181526	3.65E-51
3062	0.042607392	7.76E-39
3063	1.56E-92	2.77E-139
3064	2.81E-125	2.77E-139
3065	2.39E-16	1.93E-114
3066	1.20E-06	1.96E-100
3067	2.77E-57	5.21E-70
3068	2.77E-139	2.77E-139
3069	5.38E-45	4.45E-83
3070	1.72E-08	1.89E-52
3071	9.05E-09	1.59E-91
3072	0.999949052	5.30E-55
3073	2.22E-17	5.15E-95
3074	4.04E-97	7.37E-120
3075	7.26E-134	1.11E-102
3076	5.07E-73	2.39E-87
3077	1.10E-61	8.68E-55
3078	9.80E-08	5.48E-05
3079	6.94E-06	0.6038203
3080	0.117285171	0.25020576
3081	5.17E-68	4.76E-74
3082	2.96E-68	8.83E-55
3083	7.39E-85	6.14E-65
3084	2.77E-139	7.26E-134
3085	4.09E-118	4.09E-118
3086	8.63E-50	6.16E-81
3087	0.834610619	2.66E-05
3088	4.15E-95	7.84E-126
3089	0.606827908	4.26E-13
3090	0.99987377	3.70E-13
3091	8.18E-06	1.06E-07
3092	6.46E-06	1.73E-26
3093	4.77E-84	2.86E-111
3094	1.79E-71	3.53E-68
3095	1.31E-81	1.35E-71
3096	4.68E-102	5.15E-77
3097	4.99E-123	5.07E-109
3098	7.26E-134	1.06E-126
3099	2.81E-107	3.10E-113
3100	4.25E-85	3.16E-87
3101	1.07E-130	4.16E-122
3102	7.37E-120	1.31E-117
3103	1.96E-100	7.37E-120
3104	4.87E-45	1.94E-58
3105	2.72E-35	1.33E-68
3106	3.82E-107	1.94E-119
3107	0.023140271	0.000165175
3108	1.01E-08	1.89E-09
3109	6.35E-08	7.47E-08
3110	6.56E-21	1.29E-45
3111	1.72E-23	8.00E-22
3112	1.77E-28	8.93E-65
3113	0.004209449	0.042420223
3114	1.96E-35	3.07E-44
3115	5.65E-71	2.69E-67
3116	4.58E-110	7.49E-106
3117	4.99E-105	8.13E-108
3118	1.54E-66	1.52E-69
3119	1.93E-114	1.07E-112
3120	1.12E-88	1.20E-86
3121	4.21E-79	1.20E-86
3122	9.52E-67	2.20E-69
3123	1.45E-59	4.24E-47
3124	1.96E-82	3.90E-46
3125	7.60E-54	3.02E-60
3126	9.39E-46	2.95E-47
3127	1.82E-78	8.70E-88
3128	5.67E-65	3.15E-99
3129	6.53E-58	4.04E-97
3130	0.00655423	7.03E-19
3131	0.999983501	7.49E-21
3132	2.72E-05	4.33E-07
3133	9.00E-16	3.59E-38
3134	1.20E-33	7.73E-78
3135	3.15E-99	2.77E-121
3136	3.84E-33	5.07E-104
3137	7.26E-134	1.07E-130
3138	2.48E-29	1.90E-65
3139	0.92949499	5.46E-21
3140	0.999979313	1.07E-27
3141	1.38E-25	4.73E-82
3142	8.76E-37	7.27E-99
3143	0.026459558	1.83E-25
3144	2.91E-35	5.71E-62
3145	5.15E-95	7.26E-134
3146	1.90E-128	8.03E-134
3147	1.96E-18	4.25E-05
3148	4.20E-12	2.39E-05
3149	4.69E-38	6.41E-46
3150	5.58E-97	4.58E-92
3151	5.66E-42	1.49E-29
3152	1.22E-72	3.20E-67
3153	1.64E-65	1.37E-70
3154	2.23E-83	3.06E-72
3155	7.37E-102	1.75E-115
3156	4.57E-68	5.07E-91
3157	1.85E-06	1.14E-18
3158	4.24E-07	0.985788122
3159	2.27E-31	1.56E-37
3160	1.72E-45	9.30E-42
3161	1.13E-44	2.13E-25
3162	3.57E-80	2.97E-90
3163	0.999841164	1.01E-09
3164	0.99807243	7.60E-10
3165	0.995787001	1.86E-07
3166	1.40E-108	2.20E-114
3167	2.77E-139	2.77E-139
3168	4.32E-22	1.59E-42
3169	2.75E-11	0.000101651
3170	4.38E-60	1.27E-63
3171	6.31E-62	1.61E-77
3172	4.73E-55	8.20E-28
3173	6.74E-39	7.95E-31
3174	4.68E-40	4.58E-61
3175	1.20E-86	1.20E-86
3176	2.17E-94	4.65E-96
3177	3.44E-65	4.16E-86
3178	7.81E-53	1.84E-59
3179	1.19E-51	1.16E-33
3180	4.82E-54	6.64E-33
3181	2.81E-125	4.16E-122
3182	2.77E-139	7.26E-134
3183	1.06E-126	4.16E-122
3184	3.51E-25	6.13E-19
3185	1.24E-25	2.89E-25
3186	1.07E-130	1.07E-130
3187	5.07E-109	1.07E-112
3188	2.77E-139	2.77E-139
3189	2.92E-74	1.99E-86
3190	2.77E-139	7.26E-134
3191	2.77E-61	9.85E-64
3192	2.81E-125	1.07E-130
3193	1.57E-58	4.51E-88
3194	4.58E-08	2.95E-41
3195	0.673963762	0.001444419
3196	2.23E-36	4.17E-27
3197	1.59E-109	7.26E-116
3198	7.58E-63	1.72E-111
3199	2.77E-121	7.26E-134
3200	8.14E-73	8.13E-90
3201	3.15E-81	2.81E-107
3202	7.66E-34	5.85E-38
3203	3.15E-26	2.68E-42
3204	7.16E-17	2.05E-54
3205	3.92E-86	1.10E-91
3206	8.38E-80	1.04E-24
3207	2.77E-139	7.26E-134
3208	3.30E-32	1.66E-85
3209	1.52E-52	9.13E-75
3210	1.07E-130	7.26E-134
3211	4.22E-108	6.14E-101
3212	1.23E-78	1.41E-42
3213	1.70E-76	7.77E-61
3214	1.55E-44	5.61E-103
3215	0.904845615	2.73E-21
3216	0.999178895	8.15E-45
3217	1.30E-06	1.40E-09
3218	1.15E-07	7.20E-08
3219	1.66E-22	3.61E-68
3220	1.66E-15	6.87E-25
3221	1.98E-05	0.00029675
3222	2.75E-11	1.49E-27
3223	1.08E-32	3.73E-36
3224	1.21E-06	8.27E-27
3225	2.23E-15	2.61E-32
3226	5.26E-31	6.74E-24
3227	3.23E-50	5.68E-48
3228	1.02E-21	6.63E-53
3229	3.24E-63	2.63E-63
3230	0.000610513	4.35E-24
3231	8.72E-08	6.13E-08
3232	7.29E-08	5.44E-08
3233	2.46E-36	2.11E-40
3234	2.23E-60	1.85E-43
3235	7.00E-25	1.11E-19
3236	0.999995677	1.03E-18
3237	2.48E-11	3.67E-28
3238	7.10E-09	0.998166106
3239	4.63E-139	2.09E-137
3240	4.47E-41	2.64E-75
3241	0.022009423	1.18E-23
3242	0.651973817	4.28E-09
3243	1.88E-11	8.57E-54
3244	7.31E-10	4.48E-23
3245	1.49E-16	1.79E-18
3246	5.87E-67	4.99E-105
3247	0.010281848	2.68E-70
3248	0.784087326	9.10E-32
3249	1.18E-32	1.14E-56
3250	0.001424616	0.023409992
3251	7.57E-42	5.61E-20
3252	1.04E-61	5.67E-66
3253	5.71E-51	1.13E-62
3254	1.24E-30	1.21E-14
3255	2.22E-30	9.43E-23
3256	2.52E-28	6.81E-42
3257	6.45E-43	8.64E-19
3258	1.42E-72	3.95E-34
3259	2.77E-139	2.77E-139
3260	8.25E-94	2.36E-83
3261	1.30E-112	1.64E-48
3262	0.921943659	6.13E-05
3263	8.68E-10	9.27E-16
3264	3.03E-51	5.49E-57
3265	2.88E-24	0.999986813
3266	2.95E-60	5.02E-101
3267	0.017309248	2.45E-07
3268	4.91E-36	5.09E-62
3269	9.42E-47	2.90E-79
3270	6.47E-28	5.69E-56
3271	1.97E-05	1.06E-06
3272	0.052480668	1.29E-23
3273	0.999791944	1.78E-11
3274	6.77E-08	6.88E-10
3275	1.14E-08	1.34E-09
3276	9.42E-07	8.59E-10
3277	0.001426288	7.06E-08
3278	4.90E-18	4.31E-38
3279	2.23E-26	3.64E-07
3280	1.10E-91	2.01E-86
3281	5.74E-44	1.74E-26
3282	2.03E-17	0.074402132
3283	0.102259812	0.028976067
3284	1.08E-06	2.77E-08
3285	1.61E-08	1.42E-09
3286	7.47E-08	1.93E-07
3287	9.12E-103	8.99E-99
3288	3.43E-104	4.53E-110
3289	1.55E-07	7.60E-08
3290	6.83E-10	6.79E-10
3291	7.19E-10	6.83E-10
3292	2.96E-06	1.77E-07
3293	1.61E-71	4.75E-91
3294	0.033512398	2.14E-05
3295	2.06E-137	2.96E-132
3296	3.95E-15	2.35E-22
3297	0.996914869	7.95E-18
3298	7.17E-38	3.43E-94
3299	0.999999078	2.18E-27
3300	0.003605373	7.75E-10
3301	0.999999997	4.63E-19
3302	5.18E-08	6.86E-10
3303	1.26E-07	2.79E-07
3304	3.81E-27	6.29E-38
3305	1.84E-62	2.71E-62
3306	0.239672666	0.000185813
3307	0.999991479	7.40E-18
3308	0.966433487	3.51E-11
3309	0.000254199	8.05E-10
3310	0.003045165	7.74E-10
3311	0.999999999	7.46E-29
3312	0.999983356	3.28E-41
3313	0.991838999	5.09E-32
3314	1.84E-28	1.20E-35
3315	2.30E-12	5.89E-39
3316	0.242050877	4.80E-29
3317	6.20E-11	4.68E-31
3318	2.33E-26	9.49E-28
3319	5.07E-109	7.27E-99
3320	7.26E-134	2.77E-139
3321	3.46E-47	2.20E-88
3322	7.74E-06	1.17E-08
3323	1.35E-05	1.64E-06
3324	0.839463137	1.85E-10
3325	8.98E-45	2.07E-58
3326	1.60E-50	4.88E-67
3327	1.25E-27	5.89E-67
3328	1.26E-62	5.29E-46
3329	3.15E-81	3.29E-80
3330	1.35E-89	3.95E-59
3331	2.82E-87	7.60E-57
3332	7.37E-102	2.38E-57
3333	2.77E-139	1.07E-130
3334	2.77E-139	2.77E-139
3335	8.52E-10	1.08E-37
3336	2.22E-30	3.60E-40
3337	9.25E-60	4.65E-96
3338	8.59E-13	1.23E-61
3339	7.26E-134	2.77E-139
3340	7.90E-53	5.82E-38
3341	0.000125884	2.41E-12
3342	1.18E-07	8.95E-08
3343	6.81E-10	6.80E-10
3344	7.22E-10	7.91E-10
3345	7.29E-10	7.29E-10
3346	5.11E-08	5.11E-08
3347	1.08E-31	1.04E-45
3348	7.21E-37	1.17E-28
3349	3.63E-30	2.01E-65
3350	0.908258664	2.91E-05
3351	1.88E-26	1.60E-45
3352	1.42E-33	7.60E-43
3353	4.32E-38	3.06E-22
3354	2.11E-51	3.61E-71
3355	1.00E-51	4.10E-101
3356	2.86E-93	7.37E-120
3357	1.57E-40	3.82E-56
3358	2.20E-26	7.69E-59
3359	0.800756491	1.99E-25
3360	8.14E-06	8.78E-28
3361	1.79E-79	1.23E-60
3362	2.77E-139	1.07E-130
3363	8.99E-107	1.93E-114
3364	2.77E-139	2.77E-139
3365	5.21E-52	1.11E-66
3366	4.85E-53	4.10E-101
3367	3.43E-112	1.11E-84
3368	2.77E-139	2.77E-139
3369	2.54E-22	1.93E-85
3370	0.99984427	9.22E-32
3371	0.999980678	1.70E-42
3372	0.999982224	1.44E-17
3373	3.15E-54	7.13E-64
3374	0.99204103	4.71E-15
3375	1.49E-137	1.93E-114
3376	1.91E-93	4.84E-73
3377	2.31E-67	8.19E-26
3378	8.74E-49	5.63E-36
3379	3.15E-99	1.17E-54
3380	2.81E-125	8.17E-114
3381	4.68E-102	6.18E-26
3382	1.07E-130	4.82E-74
3383	2.77E-139	7.26E-134
3384	2.10E-137	2.10E-137
3385	5.54E-08	1.53E-07
3386	6.18E-08	1.04E-07
3387	6.64E-38	5.23E-20
3388	9.14E-91	1.24E-64
3389	3.97E-45	1.09E-23
3390	1.06E-91	5.34E-61
3391	2.77E-139	7.37E-120
3392	2.77E-139	1.33E-103
3393	4.99E-123	4.58E-110
3394	3.32E-51	1.55E-58
3395	3.10E-77	1.11E-44
3396	3.10E-113	8.13E-108
3397	4.65E-96	3.73E-51
3398	7.26E-116	1.22E-41
3399	8.13E-90	2.81E-125
